Time [s],STM32_RX,STM32_TX,I2C_CLK,I2C_DATA,Channel 4,Channel 5,Channel 6,Channel 7
5.951087958,1,1,1,1,1,1,1,1
5.951092875,1,1,0,1,1,1,1,1
5.951093083,1,1,0,0,1,1,1,1
5.951097958,1,1,1,0,1,1,1,1
5.951102875,1,1,0,0,1,1,1,1
5.951107958,1,1,1,0,1,1,1,1
5.951112875,1,1,0,0,1,1,1,1
5.951117958,1,1,1,0,1,1,1,1
5.951122875,1,1,0,0,1,1,1,1
5.951123250,1,1,0,1,1,1,1,1
5.951127958,1,1,1,1,1,1,1,1
5.951132875,1,1,0,1,1,1,1,1
5.951137958,1,1,1,1,1,1,1,1
5.951142875,1,1,0,1,1,1,1,1
5.951148833,1,1,0,0,1,1,1,1
5.951153500,1,1,1,0,1,1,1,1
5.951159167,1,1,1,1,1,1,1,1
5.951184167,1,1,1,0,1,1,1,1
5.951189208,1,1,0,0,1,1,1,1
5.951198792,1,1,1,0,1,1,1,1
5.951203708,1,1,0,0,1,1,1,1
5.951204208,1,1,0,1,1,1,1,1
5.951208792,1,1,1,1,1,1,1,1
5.951213708,1,1,0,1,1,1,1,1
5.951214083,1,1,0,0,1,1,1,1
5.951218792,1,1,1,0,1,1,1,1
5.951223708,1,1,0,0,1,1,1,1
5.951224208,1,1,0,1,1,1,1,1
5.951228792,1,1,1,1,1,1,1,1
5.951233708,1,1,0,1,1,1,1,1
5.951234083,1,1,0,0,1,1,1,1
5.951238833,1,1,1,0,1,1,1,1
5.951243708,1,1,0,0,1,1,1,1
5.951248833,1,1,1,0,1,1,1,1
5.951253750,1,1,0,0,1,1,1,1
5.951254208,1,1,0,1,1,1,1,1
5.951258833,1,1,1,1,1,1,1,1
5.951263750,1,1,0,1,1,1,1,1
5.951264083,1,1,0,0,1,1,1,1
5.951268833,1,1,1,0,1,1,1,1
5.951273750,1,1,0,0,1,1,1,1
5.951278833,1,1,1,0,1,1,1,1
5.951283750,1,1,0,0,1,1,1,1
5.951289208,1,1,0,1,1,1,1,1
5.951294000,1,1,1,1,1,1,1,1
5.951298917,1,1,0,1,1,1,1,1
5.951299292,1,1,0,0,1,1,1,1
5.951304000,1,1,1,0,1,1,1,1
5.951308917,1,1,0,0,1,1,1,1
5.951309417,1,1,0,1,1,1,1,1
5.951314000,1,1,1,1,1,1,1,1
5.951318917,1,1,0,1,1,1,1,1
5.951324000,1,1,1,1,1,1,1,1
5.951328958,1,1,0,1,1,1,1,1
5.951329292,1,1,0,0,1,1,1,1
5.951334042,1,1,1,0,1,1,1,1
5.951338958,1,1,0,0,1,1,1,1
5.951339417,1,1,0,1,1,1,1,1
5.951344042,1,1,1,1,1,1,1,1
5.951348958,1,1,0,1,1,1,1,1
5.951349292,1,1,0,0,1,1,1,1
5.951354042,1,1,1,0,1,1,1,1
5.951358958,1,1,0,0,1,1,1,1
5.951364042,1,1,1,0,1,1,1,1
5.951368958,1,1,0,0,1,1,1,1
5.951374042,1,1,1,0,1,1,1,1
5.951378958,1,1,0,0,1,1,1,1
5.951379333,1,1,0,1,1,1,1,1
5.951388417,1,1,1,1,1,1,1,1
5.951394042,1,1,1,0,1,1,1,1
5.951399083,1,1,0,0,1,1,1,1
5.951404875,1,1,1,0,1,1,1,1
5.951409792,1,1,0,0,1,1,1,1
5.951410250,1,1,0,1,1,1,1,1
5.951414875,1,1,1,1,1,1,1,1
5.951419792,1,1,0,1,1,1,1,1
5.951420125,1,1,0,0,1,1,1,1
5.951424875,1,1,1,0,1,1,1,1
5.951429792,1,1,0,0,1,1,1,1
5.951430250,1,1,0,1,1,1,1,1
5.951434875,1,1,1,1,1,1,1,1
5.951439792,1,1,0,1,1,1,1,1
5.951440167,1,1,0,0,1,1,1,1
5.951444875,1,1,1,0,1,1,1,1
5.951449792,1,1,0,0,1,1,1,1
5.951454875,1,1,1,0,1,1,1,1
5.951459792,1,1,0,0,1,1,1,1
5.951460250,1,1,0,1,1,1,1,1
5.951464875,1,1,1,1,1,1,1,1
5.951469792,1,1,0,1,1,1,1,1
5.951474875,1,1,1,1,1,1,1,1
5.951479792,1,1,0,1,1,1,1,1
5.951480000,1,1,0,0,1,1,1,1
5.951484875,1,1,1,0,1,1,1,1
5.951489792,1,1,0,0,1,1,1,1
5.951490292,1,1,0,1,1,1,1,1
5.951499333,1,1,1,1,1,1,1,1
5.951504250,1,1,0,1,1,1,1,1
5.951504458,1,1,0,0,1,1,1,1
5.951509333,1,1,1,0,1,1,1,1
5.951514250,1,1,0,0,1,1,1,1
5.951519333,1,1,1,0,1,1,1,1
5.951524250,1,1,0,0,1,1,1,1
5.951529333,1,1,1,0,1,1,1,1
5.951534250,1,1,0,0,1,1,1,1
5.951534625,1,1,0,1,1,1,1,1
5.951539333,1,1,1,1,1,1,1,1
5.951544250,1,1,0,1,1,1,1,1
5.951544458,1,1,0,0,1,1,1,1
5.951549333,1,1,1,0,1,1,1,1
5.951554250,1,1,0,0,1,1,1,1
5.951559333,1,1,1,0,1,1,1,1
5.951564250,1,1,0,0,1,1,1,1
5.951569333,1,1,1,0,1,1,1,1
5.951574250,1,1,0,0,1,1,1,1
5.951579333,1,1,1,0,1,1,1,1
5.951584250,1,1,0,0,1,1,1,1
5.951594750,1,1,1,0,1,1,1,1
5.951599625,1,1,0,0,1,1,1,1
5.951604750,1,1,1,0,1,1,1,1
5.951609667,1,1,0,0,1,1,1,1
5.951614750,1,1,1,0,1,1,1,1
5.951619667,1,1,0,0,1,1,1,1
5.951624750,1,1,1,0,1,1,1,1
5.951629667,1,1,0,0,1,1,1,1
5.951634750,1,1,1,0,1,1,1,1
5.951639667,1,1,0,0,1,1,1,1
5.951644750,1,1,1,0,1,1,1,1
5.951649667,1,1,0,0,1,1,1,1
5.951650000,1,1,0,1,1,1,1,1
5.951654750,1,1,1,1,1,1,1,1
5.951659667,1,1,0,1,1,1,1,1
5.951659875,1,1,0,0,1,1,1,1
5.951664750,1,1,1,0,1,1,1,1
5.951669667,1,1,0,0,1,1,1,1
5.951670042,1,1,0,1,1,1,1,1
5.951674750,1,1,1,1,1,1,1,1
5.951679667,1,1,0,1,1,1,1,1
5.951685667,1,1,0,0,1,1,1,1
5.951690333,1,1,1,0,1,1,1,1
5.951696000,1,1,1,1,1,1,1,1
5.951726000,1,1,1,0,1,1,1,1
5.951731042,1,1,0,0,1,1,1,1
5.951740667,1,1,1,0,1,1,1,1
5.951745542,1,1,0,0,1,1,1,1
5.951746042,1,1,0,1,1,1,1,1
5.951750625,1,1,1,1,1,1,1,1
5.951755583,1,1,0,1,1,1,1,1
5.951755917,1,1,0,0,1,1,1,1
5.951760667,1,1,1,0,1,1,1,1
5.951765583,1,1,0,0,1,1,1,1
5.951766042,1,1,0,1,1,1,1,1
5.951770667,1,1,1,1,1,1,1,1
5.951775583,1,1,0,1,1,1,1,1
5.951775917,1,1,0,0,1,1,1,1
5.951780667,1,1,1,0,1,1,1,1
5.951785583,1,1,0,0,1,1,1,1
5.951790667,1,1,1,0,1,1,1,1
5.951795583,1,1,0,0,1,1,1,1
5.951796042,1,1,0,1,1,1,1,1
5.951800667,1,1,1,1,1,1,1,1
5.951805583,1,1,0,1,1,1,1,1
5.951805958,1,1,0,0,1,1,1,1
5.951810667,1,1,1,0,1,1,1,1
5.951815583,1,1,0,0,1,1,1,1
5.951820667,1,1,1,0,1,1,1,1
5.951825583,1,1,0,0,1,1,1,1
5.951831125,1,1,0,1,1,1,1,1
5.951835917,1,1,1,1,1,1,1,1
5.951840833,1,1,0,1,1,1,1,1
5.951841208,1,1,0,0,1,1,1,1
5.951845917,1,1,1,0,1,1,1,1
5.951850833,1,1,0,0,1,1,1,1
5.951851333,1,1,0,1,1,1,1,1
5.951855917,1,1,1,1,1,1,1,1
5.951860833,1,1,0,1,1,1,1,1
5.951865917,1,1,1,1,1,1,1,1
5.951870833,1,1,0,1,1,1,1,1
5.951871208,1,1,0,0,1,1,1,1
5.951875958,1,1,1,0,1,1,1,1
5.951880833,1,1,0,0,1,1,1,1
5.951881333,1,1,0,1,1,1,1,1
5.951885917,1,1,1,1,1,1,1,1
5.951890833,1,1,0,1,1,1,1,1
5.951895917,1,1,1,1,1,1,1,1
5.951900875,1,1,0,1,1,1,1,1
5.951901208,1,1,0,0,1,1,1,1
5.951905958,1,1,1,0,1,1,1,1
5.951910875,1,1,0,0,1,1,1,1
5.951915958,1,1,1,0,1,1,1,1
5.951920875,1,1,0,0,1,1,1,1
5.951921208,1,1,0,1,1,1,1,1
5.951930333,1,1,1,1,1,1,1,1
5.951935917,1,1,1,0,1,1,1,1
5.951941000,1,1,0,0,1,1,1,1
5.951941542,1,1,0,1,1,1,1,1
5.951941958,1,1,0,0,1,1,1,1
5.951947167,1,1,1,0,1,1,1,1
5.951952042,1,1,0,0,1,1,1,1
5.951952542,1,1,0,1,1,1,1,1
5.951957125,1,1,1,1,1,1,1,1
5.951962042,1,1,0,1,1,1,1,1
5.951962417,1,1,0,0,1,1,1,1
5.951967167,1,1,1,0,1,1,1,1
5.951972083,1,1,0,0,1,1,1,1
5.951972542,1,1,0,1,1,1,1,1
5.951977167,1,1,1,1,1,1,1,1
5.951982083,1,1,0,1,1,1,1,1
5.951982417,1,1,0,0,1,1,1,1
5.951987167,1,1,1,0,1,1,1,1
5.951992083,1,1,0,0,1,1,1,1
5.951997167,1,1,1,0,1,1,1,1
5.952002083,1,1,0,0,1,1,1,1
5.952002542,1,1,0,1,1,1,1,1
5.952007167,1,1,1,1,1,1,1,1
5.952012083,1,1,0,1,1,1,1,1
5.952017167,1,1,1,1,1,1,1,1
5.952022083,1,1,0,1,1,1,1,1
5.952022292,1,1,0,0,1,1,1,1
5.952027167,1,1,1,0,1,1,1,1
5.952032083,1,1,0,0,1,1,1,1
5.952041625,1,1,1,0,1,1,1,1
5.952046542,1,1,0,0,1,1,1,1
5.952046875,1,1,0,1,1,1,1,1
5.952051625,1,1,1,1,1,1,1,1
5.952056542,1,1,0,1,1,1,1,1
5.952056750,1,1,0,0,1,1,1,1
5.952061625,1,1,1,0,1,1,1,1
5.952066542,1,1,0,0,1,1,1,1
5.952066875,1,1,0,1,1,1,1,1
5.952071625,1,1,1,1,1,1,1,1
5.952076542,1,1,0,1,1,1,1,1
5.952081625,1,1,1,1,1,1,1,1
5.952086542,1,1,0,1,1,1,1,1
5.952091625,1,1,1,1,1,1,1,1
5.952096542,1,1,0,1,1,1,1,1
5.952096750,1,1,0,0,1,1,1,1
5.952101625,1,1,1,0,1,1,1,1
5.952106542,1,1,0,0,1,1,1,1
5.952106917,1,1,0,1,1,1,1,1
5.952111625,1,1,1,1,1,1,1,1
5.952116542,1,1,0,1,1,1,1,1
5.952116917,1,1,0,0,1,1,1,1
5.952121625,1,1,1,0,1,1,1,1
5.952126542,1,1,0,0,1,1,1,1
5.952137000,1,1,1,0,1,1,1,1
5.952141917,1,1,0,0,1,1,1,1
5.952147000,1,1,1,0,1,1,1,1
5.952151917,1,1,0,0,1,1,1,1
5.952157000,1,1,1,0,1,1,1,1
5.952161917,1,1,0,0,1,1,1,1
5.952167042,1,1,1,0,1,1,1,1
5.952171917,1,1,0,0,1,1,1,1
5.952177042,1,1,1,0,1,1,1,1
5.952181917,1,1,0,0,1,1,1,1
5.952187042,1,1,1,0,1,1,1,1
5.952191958,1,1,0,0,1,1,1,1
5.952197042,1,1,1,0,1,1,1,1
5.952201958,1,1,0,0,1,1,1,1
5.952207042,1,1,1,0,1,1,1,1
5.952211958,1,1,0,0,1,1,1,1
5.952212292,1,1,0,1,1,1,1,1
5.952217042,1,1,1,1,1,1,1,1
5.952221958,1,1,0,1,1,1,1,1
5.952227875,1,1,0,0,1,1,1,1
5.952232542,1,1,1,0,1,1,1,1
5.952238250,1,1,1,1,1,1,1,1
5.952363250,1,1,1,0,1,1,1,1
5.952368292,1,1,0,0,1,1,1,1
5.952377917,1,1,1,0,1,1,1,1
5.952382792,1,1,0,0,1,1,1,1
5.952383292,1,1,0,1,1,1,1,1
5.952387875,1,1,1,1,1,1,1,1
5.952392792,1,1,0,1,1,1,1,1
5.952393167,1,1,0,0,1,1,1,1
5.952397917,1,1,1,0,1,1,1,1
5.952402833,1,1,0,0,1,1,1,1
5.952403292,1,1,0,1,1,1,1,1
5.952407917,1,1,1,1,1,1,1,1
5.952412833,1,1,0,1,1,1,1,1
5.952413167,1,1,0,0,1,1,1,1
5.952417917,1,1,1,0,1,1,1,1
5.952422833,1,1,0,0,1,1,1,1
5.952427917,1,1,1,0,1,1,1,1
5.952432833,1,1,0,0,1,1,1,1
5.952433292,1,1,0,1,1,1,1,1
5.952437917,1,1,1,1,1,1,1,1
5.952442833,1,1,0,1,1,1,1,1
5.952443167,1,1,0,0,1,1,1,1
5.952447917,1,1,1,0,1,1,1,1
5.952452833,1,1,0,0,1,1,1,1
5.952457917,1,1,1,0,1,1,1,1
5.952462833,1,1,0,0,1,1,1,1
5.952468292,1,1,0,1,1,1,1,1
5.952473083,1,1,1,1,1,1,1,1
5.952478042,1,1,0,1,1,1,1,1
5.952478375,1,1,0,0,1,1,1,1
5.952483125,1,1,1,0,1,1,1,1
5.952488042,1,1,0,0,1,1,1,1
5.952488500,1,1,0,1,1,1,1,1
5.952493125,1,1,1,1,1,1,1,1
5.952498042,1,1,0,1,1,1,1,1
5.952498375,1,1,0,0,1,1,1,1
5.952503125,1,1,1,0,1,1,1,1
5.952508042,1,1,0,0,1,1,1,1
5.952513125,1,1,1,0,1,1,1,1
5.952518042,1,1,0,0,1,1,1,1
5.952523125,1,1,1,0,1,1,1,1
5.952528042,1,1,0,0,1,1,1,1
5.952533125,1,1,1,0,1,1,1,1
5.952538042,1,1,0,0,1,1,1,1
5.952538500,1,1,0,1,1,1,1,1
5.952543125,1,1,1,1,1,1,1,1
5.952548042,1,1,0,1,1,1,1,1
5.952548250,1,1,0,0,1,1,1,1
5.952553125,1,1,1,0,1,1,1,1
5.952558042,1,1,0,0,1,1,1,1
5.952558417,1,1,0,1,1,1,1,1
5.952567500,1,1,1,1,1,1,1,1
5.952573125,1,1,1,0,1,1,1,1
5.952578167,1,1,0,0,1,1,1,1
5.952583958,1,1,1,0,1,1,1,1
5.952588875,1,1,0,0,1,1,1,1
5.952589333,1,1,0,1,1,1,1,1
5.952593958,1,1,1,1,1,1,1,1
5.952598875,1,1,0,1,1,1,1,1
5.952599250,1,1,0,0,1,1,1,1
5.952603958,1,1,1,0,1,1,1,1
5.952608875,1,1,0,0,1,1,1,1
5.952609333,1,1,0,1,1,1,1,1
5.952613958,1,1,1,1,1,1,1,1
5.952618875,1,1,0,1,1,1,1,1
5.952619250,1,1,0,0,1,1,1,1
5.952623958,1,1,1,0,1,1,1,1
5.952628875,1,1,0,0,1,1,1,1
5.952633958,1,1,1,0,1,1,1,1
5.952638875,1,1,0,0,1,1,1,1
5.952639375,1,1,0,1,1,1,1,1
5.952643958,1,1,1,1,1,1,1,1
5.952648875,1,1,0,1,1,1,1,1
5.952653958,1,1,1,1,1,1,1,1
5.952658875,1,1,0,1,1,1,1,1
5.952659083,1,1,0,0,1,1,1,1
5.952664000,1,1,1,0,1,1,1,1
5.952668875,1,1,0,0,1,1,1,1
5.952678250,1,1,1,0,1,1,1,1
5.952683167,1,1,0,0,1,1,1,1
5.952688250,1,1,1,0,1,1,1,1
5.952693167,1,1,0,0,1,1,1,1
5.952698250,1,1,1,0,1,1,1,1
5.952703167,1,1,0,0,1,1,1,1
5.952703500,1,1,0,1,1,1,1,1
5.952708250,1,1,1,1,1,1,1,1
5.952713167,1,1,0,1,1,1,1,1
5.952713375,1,1,0,0,1,1,1,1
5.952718250,1,1,1,0,1,1,1,1
5.952723167,1,1,0,0,1,1,1,1
5.952728250,1,1,1,0,1,1,1,1
5.952733167,1,1,0,0,1,1,1,1
5.952738250,1,1,1,0,1,1,1,1
5.952743167,1,1,0,0,1,1,1,1
5.952748250,1,1,1,0,1,1,1,1
5.952753167,1,1,0,0,1,1,1,1
5.952753542,1,1,0,1,1,1,1,1
5.952758250,1,1,1,1,1,1,1,1
5.952763167,1,1,0,1,1,1,1,1
5.952769167,1,1,0,0,1,1,1,1
5.952773833,1,1,1,0,1,1,1,1
5.952779500,1,1,1,1,1,1,1,1
5.952804500,1,1,1,0,1,1,1,1
5.952809542,1,1,0,0,1,1,1,1
5.952819208,1,1,1,0,1,1,1,1
5.952824125,1,1,0,0,1,1,1,1
5.952824583,1,1,0,1,1,1,1,1
5.952829208,1,1,1,1,1,1,1,1
5.952834125,1,1,0,1,1,1,1,1
5.952834500,1,1,0,0,1,1,1,1
5.952839208,1,1,1,0,1,1,1,1
5.952844125,1,1,0,0,1,1,1,1
5.952844583,1,1,0,1,1,1,1,1
5.952849208,1,1,1,1,1,1,1,1
5.952854125,1,1,0,1,1,1,1,1
5.952854500,1,1,0,0,1,1,1,1
5.952859208,1,1,1,0,1,1,1,1
5.952864125,1,1,0,0,1,1,1,1
5.952869208,1,1,1,0,1,1,1,1
5.952874125,1,1,0,0,1,1,1,1
5.952874625,1,1,0,1,1,1,1,1
5.952879208,1,1,1,1,1,1,1,1
5.952884125,1,1,0,1,1,1,1,1
5.952884500,1,1,0,0,1,1,1,1
5.952889250,1,1,1,0,1,1,1,1
5.952894125,1,1,0,0,1,1,1,1
5.952899250,1,1,1,0,1,1,1,1
5.952904167,1,1,0,0,1,1,1,1
5.952909667,1,1,0,1,1,1,1,1
5.952914458,1,1,1,1,1,1,1,1
5.952919417,1,1,0,1,1,1,1,1
5.952919750,1,1,0,0,1,1,1,1
5.952924500,1,1,1,0,1,1,1,1
5.952929417,1,1,0,0,1,1,1,1
5.952929875,1,1,0,1,1,1,1,1
5.952934500,1,1,1,1,1,1,1,1
5.952939417,1,1,0,1,1,1,1,1
5.952939750,1,1,0,0,1,1,1,1
5.952944500,1,1,1,0,1,1,1,1
5.952949417,1,1,0,0,1,1,1,1
5.952954500,1,1,1,0,1,1,1,1
5.952959417,1,1,0,0,1,1,1,1
5.952964500,1,1,1,0,1,1,1,1
5.952969417,1,1,0,0,1,1,1,1
5.952974500,1,1,1,0,1,1,1,1
5.952979417,1,1,0,0,1,1,1,1
5.952979875,1,1,0,1,1,1,1,1
5.952984500,1,1,1,1,1,1,1,1
5.952989417,1,1,0,1,1,1,1,1
5.952989625,1,1,0,0,1,1,1,1
5.952994500,1,1,1,0,1,1,1,1
5.952999417,1,1,0,0,1,1,1,1
5.952999792,1,1,0,1,1,1,1,1
5.953008875,1,1,1,1,1,1,1,1
5.953014500,1,1,1,0,1,1,1,1
5.953019542,1,1,0,0,1,1,1,1
5.953025333,1,1,1,0,1,1,1,1
5.953030250,1,1,0,0,1,1,1,1
5.953030708,1,1,0,1,1,1,1,1
5.953035333,1,1,1,1,1,1,1,1
5.953040250,1,1,0,1,1,1,1,1
5.953040625,1,1,0,0,1,1,1,1
5.953045333,1,1,1,0,1,1,1,1
5.953050250,1,1,0,0,1,1,1,1
5.953050708,1,1,0,1,1,1,1,1
5.953055333,1,1,1,1,1,1,1,1
5.953060250,1,1,0,1,1,1,1,1
5.953060625,1,1,0,0,1,1,1,1
5.953065333,1,1,1,0,1,1,1,1
5.953070250,1,1,0,0,1,1,1,1
5.953075333,1,1,1,0,1,1,1,1
5.953080250,1,1,0,0,1,1,1,1
5.953080750,1,1,0,1,1,1,1,1
5.953085333,1,1,1,1,1,1,1,1
5.953090250,1,1,0,1,1,1,1,1
5.953095333,1,1,1,1,1,1,1,1
5.953100250,1,1,0,1,1,1,1,1
5.953100458,1,1,0,0,1,1,1,1
5.953105375,1,1,1,0,1,1,1,1
5.953110250,1,1,0,0,1,1,1,1
5.953119625,1,1,1,0,1,1,1,1
5.953124542,1,1,0,0,1,1,1,1
5.953129625,1,1,1,0,1,1,1,1
5.953134542,1,1,0,0,1,1,1,1
5.953139625,1,1,1,0,1,1,1,1
5.953144542,1,1,0,0,1,1,1,1
5.953144875,1,1,0,1,1,1,1,1
5.953149625,1,1,1,1,1,1,1,1
5.953154542,1,1,0,1,1,1,1,1
5.953154750,1,1,0,0,1,1,1,1
5.953159625,1,1,1,0,1,1,1,1
5.953164542,1,1,0,0,1,1,1,1
5.953169625,1,1,1,0,1,1,1,1
5.953174542,1,1,0,0,1,1,1,1
5.953179625,1,1,1,0,1,1,1,1
5.953184542,1,1,0,0,1,1,1,1
5.953189625,1,1,1,0,1,1,1,1
5.953194542,1,1,0,0,1,1,1,1
5.953194917,1,1,0,1,1,1,1,1
5.953199625,1,1,1,1,1,1,1,1
5.953204542,1,1,0,1,1,1,1,1
5.953210500,1,1,0,0,1,1,1,1
5.953215125,1,1,1,0,1,1,1,1
5.953220833,1,1,1,1,1,1,1,1
5.954396167,1,1,1,0,1,1,1,1
5.954401208,1,1,0,0,1,1,1,1
5.954410875,1,1,1,0,1,1,1,1
5.954415792,1,1,0,0,1,1,1,1
5.954416250,1,1,0,1,1,1,1,1
5.954420875,1,1,1,1,1,1,1,1
5.954425792,1,1,0,1,1,1,1,1
5.954426125,1,1,0,0,1,1,1,1
5.954430875,1,1,1,0,1,1,1,1
5.954435792,1,1,0,0,1,1,1,1
5.954436250,1,1,0,1,1,1,1,1
5.954440875,1,1,1,1,1,1,1,1
5.954445792,1,1,0,1,1,1,1,1
5.954446167,1,1,0,0,1,1,1,1
5.954450875,1,1,1,0,1,1,1,1
5.954455792,1,1,0,0,1,1,1,1
5.954460875,1,1,1,0,1,1,1,1
5.954465792,1,1,0,0,1,1,1,1
5.954466250,1,1,0,1,1,1,1,1
5.954470875,1,1,1,1,1,1,1,1
5.954475792,1,1,0,1,1,1,1,1
5.954476167,1,1,0,0,1,1,1,1
5.954480875,1,1,1,0,1,1,1,1
5.954485792,1,1,0,0,1,1,1,1
5.954490875,1,1,1,0,1,1,1,1
5.954495792,1,1,0,0,1,1,1,1
5.954501333,1,1,0,1,1,1,1,1
5.954506125,1,1,1,1,1,1,1,1
5.954511042,1,1,0,1,1,1,1,1
5.954511417,1,1,0,0,1,1,1,1
5.954516125,1,1,1,0,1,1,1,1
5.954521042,1,1,0,0,1,1,1,1
5.954521542,1,1,0,1,1,1,1,1
5.954526125,1,1,1,1,1,1,1,1
5.954531042,1,1,0,1,1,1,1,1
5.954531417,1,1,0,0,1,1,1,1
5.954536167,1,1,1,0,1,1,1,1
5.954541083,1,1,0,0,1,1,1,1
5.954546167,1,1,1,0,1,1,1,1
5.954551083,1,1,0,0,1,1,1,1
5.954556167,1,1,1,0,1,1,1,1
5.954561083,1,1,0,0,1,1,1,1
5.954566167,1,1,1,0,1,1,1,1
5.954571083,1,1,0,0,1,1,1,1
5.954571542,1,1,0,1,1,1,1,1
5.954576167,1,1,1,1,1,1,1,1
5.954581083,1,1,0,1,1,1,1,1
5.954581292,1,1,0,0,1,1,1,1
5.954586167,1,1,1,0,1,1,1,1
5.954591083,1,1,0,0,1,1,1,1
5.954591417,1,1,0,1,1,1,1,1
5.954600542,1,1,1,1,1,1,1,1
5.954606167,1,1,1,0,1,1,1,1
5.954611208,1,1,0,0,1,1,1,1
5.954611750,1,1,0,1,1,1,1,1
5.954612167,1,1,0,0,1,1,1,1
5.954617375,1,1,1,0,1,1,1,1
5.954622292,1,1,0,0,1,1,1,1
5.954622750,1,1,0,1,1,1,1,1
5.954627375,1,1,1,1,1,1,1,1
5.954632292,1,1,0,1,1,1,1,1
5.954632625,1,1,0,0,1,1,1,1
5.954637375,1,1,1,0,1,1,1,1
5.954642292,1,1,0,0,1,1,1,1
5.954642750,1,1,0,1,1,1,1,1
5.954647375,1,1,1,1,1,1,1,1
5.954652292,1,1,0,1,1,1,1,1
5.954652625,1,1,0,0,1,1,1,1
5.954657375,1,1,1,0,1,1,1,1
5.954662292,1,1,0,0,1,1,1,1
5.954667375,1,1,1,0,1,1,1,1
5.954672292,1,1,0,0,1,1,1,1
5.954672750,1,1,0,1,1,1,1,1
5.954677375,1,1,1,1,1,1,1,1
5.954682292,1,1,0,1,1,1,1,1
5.954687375,1,1,1,1,1,1,1,1
5.954692292,1,1,0,1,1,1,1,1
5.954692500,1,1,0,0,1,1,1,1
5.954697375,1,1,1,0,1,1,1,1
5.954702292,1,1,0,0,1,1,1,1
5.954711625,1,1,1,0,1,1,1,1
5.954716542,1,1,0,0,1,1,1,1
5.954721625,1,1,1,0,1,1,1,1
5.954726542,1,1,0,0,1,1,1,1
5.954731667,1,1,1,0,1,1,1,1
5.954736542,1,1,0,0,1,1,1,1
5.954736917,1,1,0,1,1,1,1,1
5.954741625,1,1,1,1,1,1,1,1
5.954746542,1,1,0,1,1,1,1,1
5.954746750,1,1,0,0,1,1,1,1
5.954751667,1,1,1,0,1,1,1,1
5.954756583,1,1,0,0,1,1,1,1
5.954761667,1,1,1,0,1,1,1,1
5.954766583,1,1,0,0,1,1,1,1
5.954771667,1,1,1,0,1,1,1,1
5.954776583,1,1,0,0,1,1,1,1
5.954781667,1,1,1,0,1,1,1,1
5.954786583,1,1,0,0,1,1,1,1
5.954786917,1,1,0,1,1,1,1,1
5.954791667,1,1,1,1,1,1,1,1
5.954796583,1,1,0,1,1,1,1,1
5.954802583,1,1,0,0,1,1,1,1
5.954807208,1,1,1,0,1,1,1,1
5.954812917,1,1,1,1,1,1,1,1
5.954837917,1,1,1,0,1,1,1,1
5.954842958,1,1,0,0,1,1,1,1
5.954852625,1,1,1,0,1,1,1,1
5.954857542,1,1,0,0,1,1,1,1
5.954858000,1,1,0,1,1,1,1,1
5.954862625,1,1,1,1,1,1,1,1
5.954867542,1,1,0,1,1,1,1,1
5.954867875,1,1,0,0,1,1,1,1
5.954872625,1,1,1,0,1,1,1,1
5.954877542,1,1,0,0,1,1,1,1
5.954878000,1,1,0,1,1,1,1,1
5.954882625,1,1,1,1,1,1,1,1
5.954887542,1,1,0,1,1,1,1,1
5.954887917,1,1,0,0,1,1,1,1
5.954892625,1,1,1,0,1,1,1,1
5.954897542,1,1,0,0,1,1,1,1
5.954902625,1,1,1,0,1,1,1,1
5.954907542,1,1,0,0,1,1,1,1
5.954908000,1,1,0,1,1,1,1,1
5.954912625,1,1,1,1,1,1,1,1
5.954917542,1,1,0,1,1,1,1,1
5.954917917,1,1,0,0,1,1,1,1
5.954922625,1,1,1,0,1,1,1,1
5.954927542,1,1,0,0,1,1,1,1
5.954932625,1,1,1,0,1,1,1,1
5.954937542,1,1,0,0,1,1,1,1
5.954943083,1,1,0,1,1,1,1,1
5.954947875,1,1,1,1,1,1,1,1
5.954952792,1,1,0,1,1,1,1,1
5.954953167,1,1,0,0,1,1,1,1
5.954957917,1,1,1,0,1,1,1,1
5.954962792,1,1,0,0,1,1,1,1
5.954963292,1,1,0,1,1,1,1,1
5.954967875,1,1,1,1,1,1,1,1
5.954972833,1,1,0,1,1,1,1,1
5.954973167,1,1,0,0,1,1,1,1
5.954977917,1,1,1,0,1,1,1,1
5.954982833,1,1,0,0,1,1,1,1
5.954987917,1,1,1,0,1,1,1,1
5.954992833,1,1,0,0,1,1,1,1
5.954997917,1,1,1,0,1,1,1,1
5.955002833,1,1,0,0,1,1,1,1
5.955007917,1,1,1,0,1,1,1,1
5.955012833,1,1,0,0,1,1,1,1
5.955013292,1,1,0,1,1,1,1,1
5.955017917,1,1,1,1,1,1,1,1
5.955022833,1,1,0,1,1,1,1,1
5.955023042,1,1,0,0,1,1,1,1
5.955027917,1,1,1,0,1,1,1,1
5.955032833,1,1,0,0,1,1,1,1
5.955033208,1,1,0,1,1,1,1,1
5.955042292,1,1,1,1,1,1,1,1
5.955047917,1,1,1,0,1,1,1,1
5.955052958,1,1,0,0,1,1,1,1
5.955058750,1,1,1,0,1,1,1,1
5.955063667,1,1,0,0,1,1,1,1
5.955064125,1,1,0,1,1,1,1,1
5.955068750,1,1,1,1,1,1,1,1
